"year","county","crop_category","crop_type","area_in_ha","volume_in_mt","value_in_million_ksh"
2016,"Kericho","Exotic Vegetables","Butternut Pumpkins",5,69,"1656000"
2016,"Others","Exotic Vegetables","Butternut Pumpkins",42,343,"23533004"
2016,"Nyandarua","Exotic Vegetables","Cabbages",8340,232725,"1779735792"
2016,"Meru","Exotic Vegetables","Cabbages",2589,107231,"2112732120"
2016,"Kiambu","Exotic Vegetables","Cabbages",1942,41874,"379655000"
2016,"Narok","Exotic Vegetables","Cabbages",1636,39413,"543066700"
2016,"Nakuru","Exotic Vegetables","Cabbages",2096,63342,"577228302"
2016,"Nyeri","Exotic Vegetables","Cabbages",2292,55928,"813014000"
2016,"Elgeyo Marakwet","Exotic Vegetables","Cabbages",959,31798,"608045018"
2016,"Kisii","Exotic Vegetables","Cabbages",974,38833,"582100000"
2016,"Trans Nzoia","Exotic Vegetables","Cabbages",560,11807,"215614800"
2016,"Bomet","Exotic Vegetables","Cabbages",668,34383,"394260000"
2016,"Makueni","Exotic Vegetables","Cabbages",201,3794,"113220000"
2016,"Bungoma","Exotic Vegetables","Cabbages",1033,26222,"591722500"
2016,"Murang'a","Exotic Vegetables","Cabbages",384,6415,"116970000"
2016,"Uasin Gishu","Exotic Vegetables","Cabbages",87,4131,"116700000"
2016,"Taita Taveta","Exotic Vegetables","Cabbages",87,4131,"116700000"
2016,"Others","Exotic Vegetables","Cabbages",3083,73967,"606762074"
2016,"Nyandarua","Exotic Vegetables","Carrots",1655,31487,"324324000"
2016,"Meru","Exotic Vegetables","Carrots",1180,13363,"246301395"
2016,"Kiambu","Exotic Vegetables","Carrots",832,18954,"329172860"
2016,"Nyeri","Exotic Vegetables","Carrots",530,5578,"92346000"
2016,"Nakuru","Exotic Vegetables","Carrots",1111,13007,"159465000"
2016,"Narok","Exotic Vegetables","Carrots",120,1896,"52720000"
2016,"Baringo","Exotic Vegetables","Carrots",43,290,"10900000"
2016,"Kisii","Exotic Vegetables","Carrots",50,722,"18140000"
2016,"Trans Nzoia","Exotic Vegetables","Carrots",74,602,"18700000"
2016,"Bomet","Exotic Vegetables","Carrots",49,544,"40560000"
2016,"Bungoma","Exotic Vegetables","Carrots",70,2112,"63150000"
2016,"Kirinyaga","Exotic Vegetables","Carrots",45,509,"9915750"
2016,"Kajiado","Exotic Vegetables","Carrots",47,775,"5955750"
2016,"Nandi","Exotic Vegetables","Carrots",22,210,"11000000"
2016,"Siaya","Exotic Vegetables","Carrots",19,98,"8900000"
2016,"Elgeyo Marakwet","Exotic Vegetables","Carrots",49,917,"9445039"
2016,"Nyamira","Exotic Vegetables","Carrots",53,883,"18825000"
2016,"Murang'a","Exotic Vegetables","Carrots",20,172,"4566764"
2016,"Uasin Gishu","Exotic Vegetables","Carrots",15,127,"2690600"
2016,"Embu","Exotic Vegetables","Carrots",15,390,"8700000"
2016,"Others","Exotic Vegetables","Carrots",109,1226,"32511554"
2016,"Kiambu","Exotic Vegetables","Cauliflowers",41,436,"13292000"
2016,"Nairobi","Exotic Vegetables","Cauliflowers",4,48,"1900000"
2016,"Kakamega","Exotic Vegetables","Cauliflowers",4,40,"800000"
2016,"Murang'a","Exotic Vegetables","Cauliflowers",3,25,"720000"
2016,"Trans Nzoia","Exotic Vegetables","Cauliflowers",2,16,"410000"
2016,"Kiambu","Exotic Vegetables","Coriander",888,4856,"126460300"
2016,"Kajiado","Exotic Vegetables","Coriander",20,220,"4000000"
2016,"Meru","Exotic Vegetables","Coriander",7,63,"2515200"
2016,"Murang'a","Exotic Vegetables","Coriander",25,91,"6123600"
2016,"Nakuru","Exotic Vegetables","Coriander",37,162,"4527500"
2016,"Machakos","Exotic Vegetables","Coriander",36,96,"4650000"
2016,"Makueni","Exotic Vegetables","Coriander",18,178,"8340000"
2016,"Nairobi","Exotic Vegetables","Coriander",5,36,"3634148"
2016,"Baringo","Exotic Vegetables","Coriander",10,38,"2100000"
2016,"Homabay","Exotic Vegetables","Coriander",13,13,"1950000"
2016,"Kericho","Exotic Vegetables","Coriander",6,30,"1675000"
2016,"Uasin Gishu","Exotic Vegetables","Coriander",3,14,"437000"
2016,"Bungoma","Exotic Vegetables","Coriander",5,14,"600000"
2016,"Migori","Exotic Vegetables","Coriander",21,60,"750000"
2016,"Mombasa","Exotic Vegetables","Coriander",2,20,"600000"
2016,"Taita Taveta","Exotic Vegetables","Coriander",19,134,"5410000"
2016,"Kwale","Exotic Vegetables","Coriander",3,20,"640000"
2016,"Embu","Exotic Vegetables","Coriander",4,10,"400000"
2016,"Others","Exotic Vegetables","Coriander",32,110,"3100600"
2016,"Makueni","African Leafy Vegetables","Cowpeas",14980,43600,"811422600"
2016,"Tharaka Nithi","African Leafy Vegetables","Cowpeas",1167,1350,"363750000"
2016,"Kwale","African Leafy Vegetables","Cowpeas",3175,4261,"162628000"
2016,"Siaya","African Leafy Vegetables","Cowpeas",1086,7612,"290960000"
2016,"Kitui","African Leafy Vegetables","Cowpeas",21400,33130,"363540000"
2016,"Machakos","African Leafy Vegetables","Cowpeas",2231,6717,"149256200"
2016,"Nyamira","African Leafy Vegetables","Cowpeas",104,641,"39112000"
2016,"Busia","African Leafy Vegetables","Cowpeas",893,2352,"93005000"
2016,"Bungoma","African Leafy Vegetables","Cowpeas",220,1548,"36415000"
2016,"Homabay","African Leafy Vegetables","Cowpeas",690,2799,"82857500"
2016,"Kakamega","African Leafy Vegetables","Cowpeas",309,778,"22603000"
2016,"Vihiga","African Leafy Vegetables","Cowpeas",240,786,"44030000"
2016,"Kilifi","African Leafy Vegetables","Cowpeas",630,3559,"79002750"
2016,"Taita Taveta","African Leafy Vegetables","Cowpeas",544,3876,"65115000"
2016,"Meru","African Leafy Vegetables","Cowpeas",931,1837,"51347360"
2016,"Kisii","African Leafy Vegetables","Cowpeas",194,1695,"47999003"
2016,"Kisumu","African Leafy Vegetables","Cowpeas",120,380,"27600000"
2016,"Others","African Leafy Vegetables","Cowpeas",1444,8038,"212035550"
2016,"Taita Taveta","Fruits","Custard Apples",50,225,"6750000"
2016,"Nakuru","Fruits","Custard Apples",9,49,"1430000"
2016,"Kilifi","Fruits","Custard Apples",38,120,"735000"
2016,"Trans Nzoia","Fruits","Custard Apples",3,30,"600000"
2016,"Nandi","Fruits","Custard Apples",2,20,"760000"
2016,"Elgeyo Marakwet","Fruits","Custard Apples",8,80,"1698004"
2016,"Kakamega","Fruits","Custard Apples",4,18,"580000"
2016,"Makueni","Fruits","Custard Apples",5,25,"500000"
2016,"Samburu","Fruits","Custard Apples",1,6,"200000"
2016,"Baringo","Fruits","Custard Apples",5,14,"400000"
2016,"Embu","Fruits","Custard Apples",2,4,"100000"
2016,"Laikipia","Fruits","Custard Apples",2,4,"123000"
2016,"Tharaka Nithi","Fruits","Custard Apples",2,4,"100000"
2016,"Vihiga","Fruits","Custard Apples",1,3,"50000"
2016,"Kitui","Fruits","Custard Apples",2,8,"32000"
2016,"Meru","Asian Vegetables","Dudhi",41,420,"11726600"
2016,"Murang'a","Asian Vegetables","Dudhi",34,216,"7560000"
2016,"Machakos","Asian Vegetables","Dudhi",10,70,"2800000"
2016,"Mombasa","Asian Vegetables","Dudhi",6,21,"1785000"
2016,"Tharaka Nithi","Asian Vegetables","Dudhi",9,51,"1275000"
2016,"Kajiado","Asian Vegetables","Dudhi",4,19,"1045000"
2016,"Kwale","Asian Vegetables","Eggplants",171,570,"11400020"
2016,"Machakos","Asian Vegetables","Eggplants",91,1422,"50370000"
2016,"Kirinyaga","Asian Vegetables","Eggplants",60,1030,"38700000"
2016,"Kilifi","Asian Vegetables","Eggplants",57,604,"13678000"
2016,"Meru","Asian Vegetables","Eggplants",81,961,"33938400"
2016,"Makueni","Asian Vegetables","Eggplants",26,560,"13416020"
2016,"Kiambu","Asian Vegetables","Eggplants",19,301,"7209200"
2016,"Murang'a","Asian Vegetables","Eggplants",42,307,"7450000"
2016,"Baringo","Asian Vegetables","Eggplants",4,72,"4200000"
2016,"Trans Nzoia","Asian Vegetables","Eggplants",45,270,"8100000"
2016,"Kajiado","Asian Vegetables","Eggplants",26,265,"5809390"
2016,"Mombasa","Asian Vegetables","Eggplants",9,76,"3240000"
2016,"Bungoma","Asian Vegetables","Eggplants",11,630,"19620000"
2016,"Taita Taveta","Asian Vegetables","Eggplants",26,348,"18840000"
2016,"Elgeyo Marakwet","Asian Vegetables","Eggplants",7,56,"1400000"
2016,"Others","Asian Vegetables","Eggplants",15,159,"3452500"
2016,"Machakos","Exotic Vegetables","French Beans",961,9270,"536150000"
2016,"Kirinyaga","Exotic Vegetables","French Beans",2488,10740,"509175000"
2016,"Murang'a","Exotic Vegetables","French Beans",888,6547,"237457350"
2016,"Meru","Exotic Vegetables","French Beans",619,5850,"213654000"
2016,"Trans Nzoia","Exotic Vegetables","French Beans",70,340,"13600000"
2016,"Narok","Exotic Vegetables","French Beans",258,5755,"140100000"
2016,"Makueni","Exotic Vegetables","French Beans",38,950,"57000000"
2016,"Laikipia","Exotic Vegetables","French Beans",40,635,"23800000"
2016,"Nakuru","Exotic Vegetables","French Beans",216,1799,"66645000"
2016,"Nyeri","Exotic Vegetables","French Beans",50,310,"15116000"
2016,"Taita Taveta","Exotic Vegetables","French Beans",53,1075,"38197500"
2016,"Kiambu","Exotic Vegetables","French Beans",41,578,"27920000"
2016,"Kajiado","Exotic Vegetables","French Beans",19,236,"11350500"
2016,"Embu","Exotic Vegetables","French Beans",48,540,"20400000"
2016,"Others","Exotic Vegetables","French Beans",160,1598,"58410467"
2016,"Nyandarua","Exotic Vegetables","Garden Peas",12023,38244,"1131576550"
2016,"Nakuru","Exotic Vegetables","Garden Peas",513,9284,"415600000"
2016,"Meru","Exotic Vegetables","Garden Peas",79,765,"21531240"
2016,"Kiambu","Exotic Vegetables","Garden Peas",513,9284,"415600000"
2016,"Trans Nzoia","Exotic Vegetables","Garden Peas",67,302,"8129002"
2016,"Narok","Exotic Vegetables","Garden Peas",240,1102,"66000000"
2016,"Elgeyo Marakwet","Exotic Vegetables","Garden Peas",128,1076,"10215482"
2016,"Taita Taveta","Exotic Vegetables","Garden Peas",24,545,"35370000"
2016,"Baringo","Exotic Vegetables","Garden Peas",59,463,"27250000"
2016,"Uasin Gishu","Exotic Vegetables","Garden Peas",52,392,"17820919"
2016,"Kirinyaga","Exotic Vegetables","Garden Peas",500,3050,"98000000"
2016,"Nyeri","Exotic Vegetables","Garden Peas",55,413,"16797500"
2016,"Nandi","Exotic Vegetables","Garden Peas",25,217,"11340000"
2016,"Kajiado","Exotic Vegetables","Garden Peas",20,128,"1960000"
2016,"Laikipia","Exotic Vegetables","Garden Peas",43,435,"11750000"
2016,"Bungoma","Exotic Vegetables","Garden Peas",25,18,"980000"
2016,"Kericho","Exotic Vegetables","Garden Peas",13,25,"3280000"
2016,"West Pokot","Exotic Vegetables","Garden Peas",9,42,"1740000"
2016,"Others","Exotic Vegetables","Garden Peas",6764,40150,"955598274"
2016,"Meru","Aromatic Plants","Garlic",102,1100,"88500000"
2016,"Isiolo","Aromatic Plants","Garlic",46,554,"38250000"
2016,"Nyeri","Aromatic Plants","Garlic",35,198,"17250000"
2016,"Kakamega","Aromatic Plants","Garlic",8,110,"10200000"
2016,"Narok","Aromatic Plants","Garlic",10,78,"6800000"
2016,"Kisii","Aromatic Plants","Garlic",8,59,"2900000"
2016,"Bungoma","Aromatic Plants","Garlic",2,12,"3600000"
2016,"Bomet","Aromatic Plants","Garlic",6,48,"1680000"
2016,"Kirinyaga","Aromatic Plants","Garlic",4,20,"1050000"
2016,"Uasin Gishu","Aromatic Plants","Garlic",3,25,"790000"
2016,"Migori","African Leafy Vegetables","Grain Amaranth",222,572,"54000110"
2016,"Kisumu","African Leafy Vegetables","Grain Amaranth",10,400,"16000000"
2016,"Trans Nzoia","African Leafy Vegetables","Grain Amaranth",4,16,"1133333"
2016,"Siaya","African Leafy Vegetables","Grain Amaranth",45,84,"3555000"
2016,"Homabay","African Leafy Vegetables","Grain Amaranth",43,128,"10000000"
2016,"Busia","African Leafy Vegetables","Grain Amaranth",21,58,"5700000"
2016,"Kakamega","African Leafy Vegetables","Grain Amaranth",63,115,"7390000"
2016,"Meru","African Leafy Vegetables","Grain Amaranth",21,50,"2650000"
2016,"Kisii","African Leafy Vegetables","Grain Amaranth",4,12,"800000"
2016,"Tana River","African Leafy Vegetables","Grain Amaranth",4,16,"800000"
2016,"Bungoma","African Leafy Vegetables","Grain Amaranth",32,38,"2560000"
2016,"Tharaka Nithi","African Leafy Vegetables","Grain Amaranth",2,6,"500000"
2016,"Nakuru","African Leafy Vegetables","Grain Amaranth",4,29,"2650000"
2016,"Nyandarua","African Leafy Vegetables","Grain Amaranth",4,5,"420000"
2016,"Vihiga","African Leafy Vegetables","Grain Amaranth",21,60,"5150000"
2016,"Uasin Gishu","African Leafy Vegetables","Grain Amaranth",1,1,"60000"
2016,"Nairobi","African Leafy Vegetables","Grain Amaranth",1,3,"125181"
2016,"Mandera","Fruits","Guavas",46,460,"23000000"
2016,"Makueni","Fruits","Guavas",39,780,"15000000"
2016,"Vihiga","Fruits","Guavas",26,49,"940000"
2016,"Homabay","Fruits","Guavas",25,176,"3575000"
2016,"Kiambu","Fruits","Guavas",9,89,"1225000"
2016,"Kilifi","Fruits","Guavas",20,126,"3780000"
2016,"Kisii","Fruits","Guavas",12,137,"3220000"
2016,"Nyamira","Fruits","Guavas",11,101,"2006000"
2016,"Taita Taveta","Fruits","Guavas",18,65,"949525"
2016,"Nyandarua","Fruits","Guavas",40,75,"731250"
2016,"Embu","Fruits","Guavas",9,135,"1350000"
2016,"Bungoma","Fruits","Guavas",18,103,"960000"
2016,"Meru","Fruits","Guavas",10,61,"1350000"
2016,"Others","Fruits","Guavas",129,671,"8479000"
2016,"Nyandarua","Exotic Vegetables","Potatoes",32420,539985,"6352035350"
2016,"Nakuru","Exotic Vegetables","Potatoes",35376,403080,"5051468802"
2016,"Kiambu","Exotic Vegetables","Potatoes",16734,119809,"1844436800"
2016,"Narok","Exotic Vegetables","Potatoes",12065,141542,"1767460967"
2016,"Elgeyo Marakwet","Exotic Vegetables","Potatoes",16050,289487,"3489319925"
2016,"Meru","Exotic Vegetables","Potatoes",5727,80662,"2388823754"
2016,"Nyeri","Exotic Vegetables","Potatoes",15424,175905,"3380878000"
2016,"Baringo","Exotic Vegetables","Potatoes",3449,57437,"1406825000"
2016,"Murang'a","Exotic Vegetables","Potatoes",6648,35081,"813097700"
2016,"Bungoma","Exotic Vegetables","Potatoes",818,12850,"409625020"
2016,"Bomet","Exotic Vegetables","Potatoes",4960,79262,"1454740000"
2016,"Kisii","Exotic Vegetables","Potatoes",1003,29591,"379510500"
2016,"Laikipia","Exotic Vegetables","Potatoes",1082,5410,"129840000"
2016,"Uasin Gishu","Exotic Vegetables","Potatoes",1049,11880,"402554080"
2016,"Nandi","Exotic Vegetables","Potatoes",806,16643,"203235695"
2016,"Embu","Exotic Vegetables","Potatoes",217,4340,"78400000"
2016,"Others","Exotic Vegetables","Potatoes",153828,2002964,"29552251593"
2016,"Kiambu","Exotic Vegetables","Kales",3325,93037,"1187629000"
2016,"Kisii","Exotic Vegetables","Kales",1801,27807,"467174250"
2016,"Narok","Exotic Vegetables","Kales",973,25127,"416220000"
2016,"Nyamira","Exotic Vegetables","Kales",1835,21027,"394819300"
2016,"Kisumu","Exotic Vegetables","Kales",1073,18937,"331397500"
2016,"Siaya","Exotic Vegetables","Kales",1380,22025,"239096350"
2016,"Trans Nzoia","Exotic Vegetables","Kales",1803,15328,"235662200"
2016,"Machakos","Exotic Vegetables","Kales",806,8426,"225645000"
2016,"Bomet","Exotic Vegetables","Kales",287,11720,"197930000"
2016,"Lamu","Exotic Vegetables","Kales",1070,16531,"186550000"
2016,"Meru","Exotic Vegetables","Kales",579,9584,"184137750"
2016,"Nakuru","Exotic Vegetables","Kales",1060,9322,"181390000"
2016,"Bungoma","Exotic Vegetables","Kales",917,13121,"177250000"
2016,"Kericho","Exotic Vegetables","Kales",380,8405,"162430000"
2016,"Murang'a","Exotic Vegetables","Kales",1006,9449,"161400000"
2016,"Migori","Exotic Vegetables","Kales",1158,19487,"327017200"
2016,"Makueni","Exotic Vegetables","Kales",291,5420,"140520000"
2016,"Others","Exotic Vegetables","Kales",12603,100368,"1399601685"
2016,"Kwale","Asian Vegetables","Karela",171,570,"11400020"
2016,"Machakos","Asian Vegetables","Karela",91,1422,"50370000"
2016,"Kirinyaga","Asian Vegetables","Karela",60,630,"8700000"
2016,"Meru","Asian Vegetables","Karela",81,961,"33938400"
2016,"Makueni","Asian Vegetables","Karela",26,560,"13416020"
2016,"Kilifi","Asian Vegetables","Karela",57,604,"13678000"
2016,"Kiambu","Asian Vegetables","Karela",19,301,"7209200"
2016,"Baringo","Asian Vegetables","Karela",4,72,"7200000"
2016,"Murang'a","Asian Vegetables","Karela",42,307,"7450000"
2016,"Trans Nzoia","Asian Vegetables","Karela",45,270,"8100000"
2016,"Kajiado","Asian Vegetables","Karela",26,265,"5809390"
2016,"Mombasa","Asian Vegetables","Karela",9,76,"3240000"
2016,"Bungoma","Asian Vegetables","Karela",11,630,"19620000"
2016,"Kwale","African Leafy Vegetables","Leaf Amaranth",220,2700,"106000000"
2016,"Nyamira","African Leafy Vegetables","Leaf Amaranth",74,2193,"107580000"
2016,"Kisii","African Leafy Vegetables","Leaf Amaranth",205,2569,"59490000"
2016,"Bomet","African Leafy Vegetables","Leaf Amaranth",77,634,"14527200"
2016,"Kiambu","African Leafy Vegetables","Leaf Amaranth",105,1057,"32660000"
2016,"Kilifi","African Leafy Vegetables","Leaf Amaranth",171,1282,"17722000"
2016,"Bungoma","African Leafy Vegetables","Leaf Amaranth",56,300,"16956000"
2016,"Migori","African Leafy Vegetables","Leaf Amaranth",193,928,"16324000"
2016,"Vihiga","African Leafy Vegetables","Leaf Amaranth",55,264,"13095000"
2016,"Mombasa","African Leafy Vegetables","Leaf Amaranth",120,735,"14869805"
2016,"Homabay","African Leafy Vegetables","Leaf Amaranth",116,474,"10603750"
2016,"Busia","African Leafy Vegetables","Leaf Amaranth",74,262,"9940008"
2016,"Kakamega","African Leafy Vegetables","Leaf Amaranth",109,269,"6126000"
2016,"Machakos","African Leafy Vegetables","Leaf Amaranth",40,170,"5100000"
2016,"Tana River","African Leafy Vegetables","Leaf Amaranth",16,135,"4700000"
2016,"Nandi","African Leafy Vegetables","Leaf Amaranth",21,163,"3377429"
2016,"Nairobi","African Leafy Vegetables","Leaf Amaranth",9,71,"1885907"
2016,"Others","African Leafy Vegetables","Leaf Amaranth",206,1556,"38837970"
2016,"Taita Taveta","Aromatic Plants","Leeks",39,270,"7506000"
2016,"Nakuru","Aromatic Plants","Leeks",56,366,"9150000"
2016,"Kirinyaga","Aromatic Plants","Leeks",10,50,"1250000"
2016,"Nairobi","Aromatic Plants","Leeks",1,13,"743900"
2016,"Nyeri","Aromatic Plants","Leeks",1,4,"236500"
2016,"Meru","Aromatic Plants","Leeks",4,7,"259976"
2016,"Migori","Aromatic Plants","Leeks",1,4,"240000"
2016,"Bungoma","Aromatic Plants","Leeks",1,2,"80000"
2016,"Uasin Gishu","Aromatic Plants","Leeks",1,4,"146000"
2016,"Kwale","Fruits","Lemons",244,2500,"32875000"
2016,"Lamu","Fruits","Lemons",149,1788,"35760000"
2016,"Tana River","Fruits","Lemons",100,562,"7610000"
2016,"Elgeyo Marakwet","Fruits","Lemons",138,1093,"20509600"
2016,"Homabay","Fruits","Lemons",17,218,"10061228"
2016,"Kilifi","Fruits","Lemons",160,1274,"40460022"
2016,"Machakos","Fruits","Lemons",84,616,"9900000"
2016,"Makueni","Fruits","Lemons",119,947,"16987444"
2016,"Migori","Fruits","Lemons",6,53,"1325000"
2016,"Meru","Fruits","Lemons",36,232,"2914000"
2016,"West Pokot","Fruits","Lemons",13,85,"2315750"
2016,"Baringo","Fruits","Lemons",55,255,"3110000"
2016,"Embu","Fruits","Lemons",14,270,"2800000"
2016,"Taita Taveta","Fruits","Lemons",105,1253,"15422000"
2016,"Kajiado","Fruits","Lemons",16,99,"1946000"
2016,"Others","Fruits","Lemons",90,373,"11845924"
2016,"Kisumu","Exotic Vegetables","Lettuce",70,1750,"35000000"
2016,"Kiambu","Exotic Vegetables","Lettuce",34,280,"6902750"
2016,"Nakuru","Exotic Vegetables","Lettuce",4,21,"51800"
2016,"Taita Taveta","Exotic Vegetables","Lettuce",9,90,"2700000"
2016,"Nairobi","Exotic Vegetables","Lettuce",1,20,"1607500"
2016,"Homabay","Exotic Vegetables","Lettuce",2,20,"800000"
2016,"Nyeri","Exotic Vegetables","Lettuce",1,3,"220000"
2016,"Taita Taveta","Aromatic Plants","Long Cayenne",69,826,"38785000"
2016,"Kajiado","Aromatic Plants","Long Cayenne",20,140,"18400000"
2016,"Makueni","Aromatic Plants","Long Cayenne",17,234,"16445000"
2016,"Machakos","Aromatic Plants","Long Cayenne",12,120,"12000000"
2016,"Migori","Aromatic Plants","Long Cayenne",14,196,"11760000"
2016,"Kwale","Aromatic Plants","Long Cayenne",27,244,"9453000"
2016,"Tana River","Aromatic Plants","Long Cayenne",18,270,"7100000"
2016,"Laikipia","Aromatic Plants","Long Cayenne",16,147,"8704000"
2016,"Bungoma","Aromatic Plants","Long Cayenne",15,30,"1800000"
2016,"Bomet","Aromatic Plants","Long Cayenne",5,48,"3200000"
2016,"Elgeyo Marakwet","Aromatic Plants","Long Cayenne",18,142,"3520000"
2016,"Garissa","Aromatic Plants","Long Cayenne",28,80,"2990000"
2016,"Meru","Aromatic Plants","Long Cayenne",7,62,"2820000"
2016,"Mandera","Aromatic Plants","Long Cayenne",4,15,"1000000"
2016,"Busia","Aromatic Plants","Long Cayenne",2,18,"1200000"
2016,"Nakuru","Aromatic Plants","Long Cayenne",20,64,"3405000"
2016,"Trans Nzoia","Aromatic Plants","Long Cayenne",14,52,"2480004"
2016,"Others","Aromatic Plants","Long Cayenne",20,134,"6752200"
2016,"Meru","Fruits","Loquats",47,178,"2325880"
2016,"Kiambu","Fruits","Loquats",18,77,"1600000"
2016,"Vihiga","Fruits","Loquats",14,70,"2104000"
2016,"Makueni","Fruits","Loquats",4,90,"1800000"
2016,"Kisii","Fruits","Loquats",11,78,"1626680"
2016,"Bungoma","Fruits","Loquats",5,17,"830000"
2016,"Nakuru","Fruits","Loquats",14,60,"880000"
2016,"Nyamira","Fruits","Loquats",10,50,"970000"
2016,"Nairobi","Fruits","Loquats",8,48,"960000"
2016,"Uasin Gishu","Fruits","Loquats",3,11,"956000"
2016,"Nandi","Fruits","Loquats",2,4,"400000"
2016,"Kericho","Fruits","Loquats",1,15,"390000"
2016,"Kirinyaga","Fruits","Loquats",1,2,"280000"
2016,"Nyeri","Fruits","Loquats",11,47,"236000"
2016,"Laikipia","Fruits","Loquats",7,5,"100000"
2016,"Embu","Fruits","Loquats",6,6,"60000"
2016,"Tharaka Nithi","Fruits","Loquats",2,2,"40000"
2016,"Trans Nzoia","Fruits","Loquats",1,4,"40000"
2016,"Narok","Fruits","Loquats",2,4,"28000"
2016,"Kakamega","Fruits","Loquats",1,1,"20000"
2016,"Makueni","Fruits","Mangoes",12422,225300,"3617524000"
2016,"Machakos","Fruits","Mangoes",6387,168552,"2764574500"
2016,"Kilifi","Fruits","Mangoes",9155,108139,"1844181000"
2016,"Kwale","Fruits","Mangoes",3898,53339,"934555000"
2016,"Lamu","Fruits","Mangoes",2543,40566,"607723820"
2016,"Meru","Fruits","Mangoes",3025,27742,"533531950"
2016,"Tana River","Fruits","Mangoes",1356,32066,"211268000"
2016,"Elgeyo Marakwet","Fruits","Mangoes",751,14343,"132782530"
2016,"Embu","Fruits","Mangoes",850,14450,"332000000"
2016,"Kitui","Fruits","Mangoes",1359,12580,"122331600"
2016,"Murang'a","Fruits","Mangoes",926,9192,"130583000"
2016,"Tharaka Nithi","Fruits","Mangoes",1165,10233,"124448750"
2016,"Siaya","Fruits","Mangoes",258,4885,"107300000"
2016,"West Pokot","Fruits","Mangoes",331,4118,"83040000"
2016,"Busia","Fruits","Mangoes",408,4643,"86282250"
2016,"Migori","Fruits","Mangoes",393,4295,"63978000"
2016,"Garissa","Fruits","Mangoes",589,5186,"67052500"
2016,"Mombasa","Fruits","Mangoes",152,2040,"36800000"
2016,"Homabay","Fruits","Mangoes",238,2330,"44254000"
2016,"Others","Fruits","Mangoes",2892,37148,"48047519"
2016,"Lamu","Fruits","Melons",1097,7785,"140013000"
2016,"Machakos","Fruits","Melons",1477,14758,"342660000"
2016,"Tana River","Fruits","Melons",438,11092,"242360000"
2016,"Migori","Fruits","Melons",368,6154,"90980000"
2016,"Makueni","Fruits","Melons",149,3610,"92350160"
2016,"Homabay","Fruits","Melons",310,6060,"140075000"
2016,"Baringo","Fruits","Melons",199,3972,"84900000"
2016,"Kitui","Fruits","Melons",176,2982,"60076000"
2016,"Meru","Fruits","Melons",212,4852,"107438928"
2016,"Elgeyo Marakwet","Fruits","Melons",149,2952,"74023885"
2016,"Narok","Fruits","Melons",92,2440,"64000000"
2016,"Embu","Fruits","Melons",212,3595,"61900000"
2016,"Busia","Fruits","Melons",166,2022,"38690000"
2016,"Garissa","Fruits","Melons",185,1728,"62240000"
2016,"Kwale","Fruits","Melons",40,1200,"21600000"
2016,"Others","Fruits","Melons",1076,12106,"342986798"
2016,"Kwale","Asian Vegetables","Okra",190,1802,"83650020"
2016,"Kilifi","Asian Vegetables","Okra",171,877,"32798000"
2016,"Makueni","Asian Vegetables","Okra",21,153,"7335420"
2016,"Mombasa","Asian Vegetables","Okra",38,216,"10800000"
2016,"Murang'a","Asian Vegetables","Okra",30,314,"16550000"
2016,"Machakos","Asian Vegetables","Okra",7,82,"3000000"
2016,"Turkana","Asian Vegetables","Okra",5,42,"3650000"
2016,"Kitui","Asian Vegetables","Okra",20,165,"2500000"
2016,"Kajiado","Asian Vegetables","Okra",9,74,"4845000"
2016,"Taita Taveta","Asian Vegetables","Okra",8,18,"712000"
2016,"Homabay","Asian Vegetables","Okra",2,20,"800000"
2016,"Meru","Asian Vegetables","Okra",5,30,"1034600"
2016,"Vihiga","Asian Vegetables","Okra",0,1,"12000"
2016,"Machakos","Fruits","Oranges",1098,20030,"737245000"
2016,"Kwale","Fruits","Oranges",1840,26320,"489900000"
2016,"Lamu","Fruits","Oranges",822,8233,"247084000"
2016,"Kilifi","Fruits","Oranges",834,6689,"174092084"
2016,"Kitui","Fruits","Oranges",3,4,"259200"
2016,"Trans Nzoia","Fruits","Oranges",158,1124,"10339939"
2016,"Murang'a","Fruits","Oranges",352,5761,"101895000"
2016,"Makueni","Fruits","Oranges",1171,9334,"189529880"
2016,"Elgeyo Marakwet","Fruits","Oranges",205,1688,"49234550"
2016,"Kisumu","Fruits","Oranges",25,185,"4993895"
2016,"Meru","Fruits","Oranges",70,390,"18231500"
2016,"Mombasa","Fruits","Oranges",62,456,"13320000"
2016,"Embu","Fruits","Oranges",25,364,"17520000"
2016,"Laikipia","Fruits","Oranges",24,261,"13250000"
2016,"Siaya","Fruits","Oranges",24,33,"2525000"
2016,"Others","Fruits","Oranges",554,4362,"96877925"
2016,"Kilifi","Fruits","Pawpaws",450,22537,"172748592"
2016,"Meru","Fruits","Pawpaws",532,9944,"289175000"
2016,"Machakos","Fruits","Pawpaws",1742,15108,"326068000"
2016,"Migori","Fruits","Pawpaws",240,3412,"58830850"
2016,"Kwale","Fruits","Pawpaws",814,7862,"94230000"
2016,"Kitui","Fruits","Pawpaws",138,1931,"27627480"
2016,"Elgeyo Marakwet","Fruits","Pawpaws",187,4921,"136362282"
2016,"Tharaka Nithi","Fruits","Pawpaws",1093,9150,"187300000"
2016,"Makueni","Fruits","Pawpaws",506,7430,"225510000"
