"year","county","crop_category","crop_type","area_in_ha","volume_in_mt","value_in_million_ksh"
2014,"Kisii","African Leafy Vegetables","Grain Amaranth",20,20,"2.5"
2014,"Kiambu","African Leafy Vegetables","Grain Amaranth",9,114,"2.2"
2014,"Vihiga","African Leafy Vegetables","Grain Amaranth",4,22,"1.8"
2014,"Trans Nzoia","African Leafy Vegetables","Grain Amaranth",5,8,"1.5"
2014,"Busia","African Leafy Vegetables","Grain Amaranth",37,25,"1.2"
2014,"Bungoma","African Leafy Vegetables","Grain Amaranth",7,27,"1.2"
2014,"Others","African Leafy Vegetables","Grain Amaranth",30,382,"3"
2014,"Vihiga","African Leafy Vegetables","Leaf Amaranth",162,1332,"64.3"
2014,"Kilifi","African Leafy Vegetables","Leaf Amaranth",373,8271,"22.2"
2014,"Nyamira","African Leafy Vegetables","Leaf Amaranth",151,755,"15"
2014,"Taita Taveta","African Leafy Vegetables","Leaf Amaranth",33,593,"13.4"
2014,"Kakamega","African Leafy Vegetables","Leaf Amaranth",205,891,"11.8"
2014,"Kiambu","African Leafy Vegetables","Leaf Amaranth",40,660,"11.4"
2014,"Homa Bay","African Leafy Vegetables","Leaf Amaranth",50,216,"8.8"
2014,"Tana River","African Leafy Vegetables","Leaf Amaranth",33,226,"6.8"
2014,"Others","African Leafy Vegetables","Leaf Amaranth",539,4057,"42"
2014,"Nyamira","African Leafy Vegetables","African Nightshade",670,6050,"231"
2014,"Kisii","African Leafy Vegetables","African Nightshade",393,3332,"96"
2014,"Narok","African Leafy Vegetables","African Nightshade",82,1640,"82"
2014,"Kericho","African Leafy Vegetables","African Nightshade",42,630,"50"
2014,"Kakamega","African Leafy Vegetables","African Nightshade",424,1495,"36"
2014,"Bungoma","African Leafy Vegetables","African Nightshade",200,1043,"34"
2014,"Marakwet","African Leafy Vegetables","African Nightshade",203,1813,"32"
2014,"Bomet","African Leafy Vegetables","African Nightshade",100,1080,"21"
2014,"Uasin Gishu","African Leafy Vegetables","African Nightshade",76,670,"21"
2014,"Homa Bay","African Leafy Vegetables","African Nightshade",88,512,"17"
2014,"Others","African Leafy Vegetables","African Nightshade",1098,7170,"143"
2014,"Kitui","African Leafy Vegetables","Cowpeas",13000,15470,"245"
2014,"Siaya","African Leafy Vegetables","Cowpeas",1039,3029,"96"
2014,"Migori","African Leafy Vegetables","Cowpeas",193,1315,"52"
2014,"Machakos","African Leafy Vegetables","Cowpeas",2668,4814,"49"
2014,"Kakamega","African Leafy Vegetables","Cowpeas",729,2025,"43"
2014,"Kwale","African Leafy Vegetables","Cowpeas",1122,6982,"38"
2014,"Bungoma","African Leafy Vegetables","Cowpeas",168,1120,"37"
2014,"Kisumu","African Leafy Vegetables","Cowpeas",374,1188,"32"
2014,"Tharaka Nithi","African Leafy Vegetables","Cowpeas",60,298,"5"
2014,"Nyamira","African Leafy Vegetables","Cowpeas",130,991,"28"
2014,"Others","African Leafy Vegetables","Cowpeas",4948,27864,"187"
2014,"Busia","African Leafy Vegetables","Jute Mallow (Mrenda)",414,2040,"81"
2014,"Siaya","African Leafy Vegetables","Jute Mallow (Mrenda)",772,3718,"73.1"
2014,"Migori","African Leafy Vegetables","Jute Mallow (Mrenda)",187,1893,"67.4"
2014,"Kakamega","African Leafy Vegetables","Jute Mallow (Mrenda)",276,1017,"33.7"
2014,"Homa Bay","African Leafy Vegetables","Jute Mallow (Mrenda)",66,253,"12.4"
2014,"Others","African Leafy Vegetables","Jute Mallow (Mrenda)",117,369,"17"
2014,"Bungoma","African Leafy Vegetables","Pumpkin Leaves",454,2294,"72.8"
2014,"Kakamega","African Leafy Vegetables","Pumpkin Leaves",115,341,"14.5"
2014,"Migori","African Leafy Vegetables","Pumpkin Leaves",25,130,"5"
2014,"Kisii","African Leafy Vegetables","Pumpkin Leaves",66,323,"4.8"
2014,"Kisumu","African Leafy Vegetables","Pumpkin Leaves",8,34,"1.2"
2014,"Others","African Leafy Vegetables","Pumpkin Leaves",253,977,"19"
2014,"Bungoma","African Leafy Vegetables","Pumpkin Fruits",438,12485,"365.2"
2014,"Lamu","African Leafy Vegetables","Pumpkin Fruits",11,825,"53.6"
2014,"Siaya","African Leafy Vegetables","Pumpkin Fruits",38,932,"45.5"
2014,"Bomet","African Leafy Vegetables","Pumpkin Fruits",66,1093,"14.7"
2014,"Kakamega","African Leafy Vegetables","Pumpkin Fruits",69,380,"12.5"
2014,"Others","African Leafy Vegetables","Pumpkin Fruits",559,6902,"120"
2014,"Siaya","African Leafy Vegetables","Rattle Pods",95,1084,"54.4"
2014,"Trans Nzoia","African Leafy Vegetables","Rattle Pods",82,2460,"24.6"
2014,"Migori","African Leafy Vegetables","Rattle Pods",37,170,"8.1"
2014,"Homa Bay","African Leafy Vegetables","Rattle Pods",35,142,"7.2"
2014,"Taita Taveta","African Leafy Vegetables","Rattle Pods",18,332,"6.6"
2014,"Others","African Leafy Vegetables","Rattle Pods",266,912,"18.2"
2014,"Nyamira","African Leafy Vegetables","Spider Plants (Sagaa)",643,5350,"187.6"
2014,"Kisii","African Leafy Vegetables","Spider Plants (Sagaa)",328,3541,"135.7"
2014,"Elgeyo Marakwet","African Leafy Vegetables","Spider Plants (Sagaa)",20,141,"50.9"
2014,"Kericho","African Leafy Vegetables","Spider Plants (Sagaa)",32,479,"43.1"
2014,"Siaya","African Leafy Vegetables","Spider Plants (Sagaa)",210,1509,"40.4"
2014,"Others","African Leafy Vegetables","Spider Plants (Sagaa)",1202,5732,"183"
2014,"Nyeri","Asian Vegetables","Eggplants",8380,36554,"779.8"
2014,"Makueni","Asian Vegetables","Eggplants",137,1555,"58.2"
2014,"Meru","Asian Vegetables","Eggplants",45,1164,"45.4"
2014,"Kwale","Asian Vegetables","Eggplants",42,627,"12.5"
2014,"Murang'a","Asian Vegetables","Eggplants",57,324,"10.6"
2014,"Others","Asian Vegetables","Eggplants",532,6708,"48"
2014,"Kilifi","Asian Vegetables","Okra",455,6209,"180"
2014,"Mombasa","Asian Vegetables","Okra",54,1032,"51.6"
2014,"Makueni","Asian Vegetables","Okra",59,477,"23.9"
2014,"Others","Asian Vegetables","Okra",89,1039,"22"
2014,"Meru","Asian Vegetables","Karela",83,400,"12"
2014,"Murang'a","Asian Vegetables","Karela",31,248,"8.7"
2014,"Taita Taveta","Asian Vegetables","Karela",25,207,"3"
2014,"Makueni","Asian Vegetables","Karela",31,190,"7.3"
2014,"Others","Asian Vegetables","Karela",42,252,"5"
2014,"Meru","Asian Vegetables","Dudhi",636,4445,"222.3"
2014,"Murang'a","Asian Vegetables","Dudhi",35,280,"8.4"
2014,"Nyeri","Asian Vegetables","Dudhi",15,70,"2.2"
2014,"Tharaka Nithi","Asian Vegetables","Dudhi",15,90,"0.9"
2014,"Others","Asian Vegetables","Dudhi",16,75,"0.6"
2014,NA,"Asian Vegetables","Tindori",98,11473,"39.6"
2014,NA,"Asian Vegetables","Turia",85,1418,"28.4"
2014,NA,"Asian Vegetables","Valore",44,292,"10.1"
2014,"Bungoma","Aromatic Plants","Spring Onions",810,32153,"1012.2"
2014,"Kisii","Aromatic Plants","Spring Onions",715,10540,"220.4"
2014,"Siaya","Aromatic Plants","Spring Onions",173,2459,"102.7"
2014,"Nyeri","Aromatic Plants","Spring Onions",596,3125,"96.7"
2014,"Bomet","Aromatic Plants","Spring Onions",202,2631,"27"
2014,"Nandi","Aromatic Plants","Spring Onions",120,1410,"24.2"
2014,"Nakuru","Aromatic Plants","Spring Onions",155,1822,"23.4"
2014,"Nyandarua","Aromatic Plants","Spring Onions",120,1690,"20.1"
2014,"Others","Aromatic Plants","Spring Onions",1167,10048,"129"
2014,"Bungoma","Aromatic Plants","Bulb Onions",957,27222,"1094.2"
2014,"Meru","Aromatic Plants","Bulb Onions",374,5419,"249"
2014,"Kajiado","Aromatic Plants","Bulb Onions",172,2035,"111.2"
2014,"Kisii","Aromatic Plants","Bulb Onions",92,1792,"75.5"
2014,"West Pokot","Aromatic Plants","Bulb Onions",170,2380,"71.4"
2014,"Mandera","Aromatic Plants","Bulb Onions",203,2768,"71.1"
2014,"Laikipia","Aromatic Plants","Bulb Onions",108,1304,"49.1"
2014,"Siaya","Aromatic Plants","Bulb Onions",37,605,"48.2"
2014,"Nyandarua","Aromatic Plants","Bulb Onions",213,2927,"45.4"
2014,"Machakos","Aromatic Plants","Bulb Onions",105,511,"39.1"
2014,"Others","Aromatic Plants","Bulb Onions",1117,10810,"328"
2014,"Lamu","Aromatic Plants","African Birds Eye Chili",68,1150,"57.5"
2014,"Meru","Aromatic Plants","African Birds Eye Chili",37,370,"14.8"
2014,"Kilifi","Aromatic Plants","African Birds Eye Chili",54,435,"10.9"
2014,"Kwale","Aromatic Plants","African Birds Eye Chili",23,370,"7.4"
2014,"Makueni","Aromatic Plants","African Birds Eye Chili",10,51,"3.1"
2014,"Others","Aromatic Plants","African Birds Eye Chili",75,162,"4.1"
2014,"Makueni","Aromatic Plants","Long Cayenne",20,192,"11.6"
2014,"Tana River","Aromatic Plants","Long Cayenne",18,270,"8.1"
2014,"Elgeyo Marakwet","Aromatic Plants","Long Cayenne",19,144,"3.2"
2014,"Kwale","Aromatic Plants","Long Cayenne",19,161,"3.2"
2014,"Garissa","Aromatic Plants","Long Cayenne",22,64,"2.7"
2014,"Laikipia","Aromatic Plants","Long Cayenne",7,112,"2.2"
2014,"Others","Aromatic Plants","Long Cayenne",116,535,"11.4"
2014,"Meru","Aromatic Plants","Bullet Chillies",49,692,"34.7"
2014,"Migori","Aromatic Plants","Bullet Chillies",5,84,"8.4"
2014,"Makueni","Aromatic Plants","Bullet Chillies",12,36,"2.2"
2014,"Bomet","Aromatic Plants","Bullet Chillies",9,49,"1.3"
2014,"Homa Bay","Aromatic Plants","Bullet Chillies",2,12,"0.9"
2014,"Tharaka Nithi","Aromatic Plants","Bullet Chillies",1,18,"0.7"
2014,"Others","Aromatic Plants","Bullet Chillies",40,226,"1.8"
2014,"Kiambu","Aromatic Plants","Coriander",95,2629,"55.9"
2014,"Kisii","Aromatic Plants","Coriander",10,28,"5.9"
2014,"Nakuru","Aromatic Plants","Coriander",38,121,"3.4"
2014,"Murang'a","Aromatic Plants","Coriander",11,50,"3.2"
2014,"Narok","Aromatic Plants","Coriander",8,24,"2.4"
2014,"Meru","Aromatic Plants","Coriander",11,63,"1.7"
2014,"Others","Aromatic Plants","Coriander",71,279,"4.2"
2014,"Meru","Aromatic Plants","Garlic",63,770,"80.1"
2014,"Bomet","Aromatic Plants","Garlic",6,60,"7.8"
2014,"Narok","Aromatic Plants","Garlic",4,25,"5"
2014,"Nakuru","Aromatic Plants","Garlic",1,2,"0.4"
2014,"Kakamega","Aromatic Plants","Garlic",2,2,"0.2"
2014,"Others","Aromatic Plants","Garlic",1,0,"0.1"
2014,"Taita Taveta","Aromatic Plants","Leeks",64,672,"41.7"
2014,"Nakuru","Aromatic Plants","Leeks",9,68,"5.1"
2014,"Kiambu","Aromatic Plants","Leeks",10,193,"4.9"
2014,"Meru","Aromatic Plants","Leeks",10,75,"1.5"
2014,"Others","Aromatic Plants","Leeks",6,24,"1.8"
2014,"Kilifi","Aromatic Plants","Moringa",25,250,"12.5"
2014,"Kisumu","Aromatic Plants","Moringa",2.5,2.5,"0.5"
2014,"Homa Bay","Aromatic Plants","Moringa",0.5,0.2,"0.1"
2014,"Kakamega","Aromatic Plants","Moringa",1,1,"0.06"
2014,"Vihiga","Aromatic Plants","Moringa",2,2,"0.03"
2014,"Others","Aromatic Plants","Moringa",1,0,"0"
2014,"Meru","Fruits","Bananas",6146,215580,"2476"
2014,"Kirinyaga","Fruits","Bananas",3768,192231,"2206"
2014,"Embu","Fruits","Bananas",3634,177924,"1782"
2014,"Bungoma","Fruits","Bananas",3980,75234,"1428"
2014,"Taita Taveta","Fruits","Bananas",2514,129740,"1236"
2014,"Taita Taveta","Fruits","Bananas",NA,NA,NA
2014,"Kisii","Fruits","Bananas",3962,85780,"1231"
2014,"Murang'a","Fruits","Bananas",5874,101753,"1142"
2014,"Tharaka Nithi","Fruits","Bananas",2149,79823,"1140"
2014,"Kakamega","Fruits","Bananas",2746,35378,"1016"
2014,"Nyamira","Fruits","Bananas",2363,47160,"932"
2014,"Others","Fruits","Bananas",14966,289614,"3575"
2014,"Makueni","Fruits","Mangoes",10737,146425,"1817"
2014,"Kwale","Fruits","Mangoes",4135,91390,"1365"
2014,"Kilifi","Fruits","Mangoes",9850,134335,"1160"
2014,"Machakos","Fruits","Mangoes",5593,67320,"836"
2014,"Nyeri","Fruits","Mangoes",1806,44727,"751"
2014,"Embu","Fruits","Mangoes",3044,108088,"730"
2014,"Meru","Fruits","Mangoes",4027,41605,"516"
2014,"Bungoma","Fruits","Mangoes",1268,25211,"316"
2014,"Tharaka Nithi","Fruits","Mangoes",1067,20137,"239"
2014,"Elgeyo Marakwet","Fruits","Mangoes",618,11567,"209"
2014,"Others","Fruits","Mangoes",5475,53834,"963"
2014,"Embu","Fruits","Purple Passion Fruits",143,4845,"359"
2014,"Kwale","Fruits","Purple Passion Fruits",886,14108,"282"
2014,"Elgeyo Marakwet","Fruits","Purple Passion Fruits",401,4690,"181"
2014,"Nyeri","Fruits","Purple Passion Fruits",240,1680,"134"
2014,"Uasin Gishu","Fruits","Purple Passion Fruits",169,2286,"125"
2014,"Laikipia","Fruits","Purple Passion Fruits",47,3706,"112"
2014,"Others","Fruits","Purple Passion Fruits",1289,10895,"441"
2014,"Kwale","Fruits","Yellow Passion Fruits",886,14108,"282.3"
2014,"Kilifi","Fruits","Yellow Passion Fruits",227,1630,"58"
2014,"Lamu","Fruits","Yellow Passion Fruits",0,5,"0.3"
2014,"Nyamira","Fruits","Avocadoes",2633,52140,"777"
2014,"Bungoma","Fruits","Avocadoes",1623,20006,"734"
2014,"Murang'a","Fruits","Avocadoes",1393,29553,"456"
2014,"Kisii","Fruits","Avocadoes",936,15526,"232"
2014,"Kiambu","Fruits","Avocadoes",639,13706,"212"
2014,"Kirinyaga","Fruits","Avocadoes",261,8458,"168"
2014,"Nyeri","Fruits","Avocadoes",285,3753,"65"
2014,"Embu","Fruits","Avocadoes",230,7807,"63"
2014,"Meru","Fruits","Avocadoes",452,4500,"60"
2014,"Makueni","Fruits","Avocadoes",252,2668,"53"
2014,"Others","Fruits","Avocadoes",4262,67691,"1018"
2014,"Bungoma","Fruits","Pawpaws",994,24725,"891.3"
2014,"Nyeri","Fruits","Pawpaws",3995,35156,"703.1"
2014,"Tharaka Nithi","Fruits","Pawpaws",682,13579,"318.2"
2014,"Kwale","Fruits","Pawpaws",1175,17597,"182.8"
2014,"Makueni","Fruits","Pawpaws",791,9589,"160.2"
2014,"Others","Fruits","Pawpaws",5092,60202,"961"
2014,"Kwale","Fruits","Oranges",2070,41400,"828"
2014,"Kilifi","Fruits","Oranges",1539,15259,"281.3"
2014,"Makueni","Fruits","Oranges",587,3298,"178"
2014,"Nyeri","Fruits","Oranges",432,9129,"138.6"
2014,"Machakos","Fruits","Oranges",1679,7841,"130.1"
2014,"Murang'a","Fruits","Oranges",343,2284,"63.2"
2014,"Kilifi","Fruits","Lemons",301,3599,"100"
2014,"Kwale","Fruits","Lemons",230,3550,"35.5"
2014,"Nyeri","Fruits","Lemons",48,394,"23.6"
2014,"Migori","Fruits","Lemons",40,480,"19.2"
2014,"Elgeyo Marakwet","Fruits","Lemons",76,1012,"18.8"
2014,"Siaya","Fruits","Lemons",53,427,"16.7"
2014,"Embu","Fruits","Lemons",21,735,"14.7"
2014,"Others","Fruits","Lemons",636,2166,"38"
2014,"Nyeri","Fruits","Limes",96,1152,"63.4"
2014,"Kwale","Fruits","Limes",165,2950,"59"
2014,"Tana River","Fruits","Limes",160,1625,"24.4"
2014,"Meru","Fruits","Limes",35,525,"21"
2014,"Kilifi","Fruits","Limes",132,1261,"3.4"
2014,"Makueni","Fruits","Limes",31,130,"1.7"
2014,"Taita Taveta","Fruits","Limes",17,291,"1.4"
2014,"Others","Fruits","Limes",4,51,"0"
2014,"Kwale","Fruits","Grape Fruits",130,2050,"41"
2014,"Kilifi","Fruits","Grape Fruits",130,1644,"30"
2014,"Nyeri","Fruits","Grape Fruits",167,1654,"25"
2014,"Meru","Fruits","Grape Fruits",14,120,"4.8"
2014,"Elgeyo Marakwet","Fruits","Grape Fruits",2,31,"2.5"
2014,"Taita Taveta","Fruits","Grape Fruits",10,92,"0.8"
2014,"Others","Fruits","Grape Fruits",8,2,"0"
2014,"Nyeri","Fruits","Tangerines",161,19201,"423"
2014,"Kilifi","Fruits","Tangerines",492,5627,"377"
2014,"Kwale","Fruits","Tangerines",454,9080,"91"
2014,"Makueni","Fruits","Tangerines",141,678,"30"
2014,"Meru","Fruits","Tangerines",14,100,"17"
2014,"Others","Fruits","Tangerines",50,454,"9"
2014,"Meru","Fruits","Peaches",20,250,"10"
2014,"Kiambu","Fruits","Peaches",22,200,"4.99"
2014,"Nyandarua","Fruits","Peaches",7,102,"0.98"
2014,"Narok","Fruits","Peaches",3,42,"0.83"
2014,"Baringo","Fruits","Peaches",18,24,"0.77"
2014,"Busia","Fruits","Peaches",5,30,"0.6"
2014,"Nyeri","Fruits","Peaches",1,2,"0.21"
2014,"Others","Fruits","Peaches",1,3,"0.04"
2014,"Taita Taveta","Fruits","Strawberries",38,59,"22"
2014,"Kiambu","Fruits","Strawberries",35,52,"17"
2014,"Meru","Fruits","Strawberries",20,34,"11"
2014,"Nakuru","Fruits","Strawberries",4,10,"3"
2014,"Murang'a","Fruits","Strawberries",1,2,"0.6"
2014,"Kirinyaga","Fruits","Strawberries",2,5,"1.5"
2014,"Nyandarua","Fruits","Tree Tomatoes",116,1067,"31.2"
2014,"Meru","Fruits","Tree Tomatoes",167,826,"26.8"
2014,"Nakuru","Fruits","Tree Tomatoes",88,721,"25.6"
2014,"Laikipia","Fruits","Tree Tomatoes",43,706,"21.1"
2014,"Kiambu","Fruits","Tree Tomatoes",64,655,"18.8"
2014,"Tharaka Nithi","Fruits","Tree Tomatoes",60,601,"16.3"
2014,"Elgeyo Marakwet","Fruits","Tree Tomatoes",60,395,"10.4"
2014,"Embu","Fruits","Tree Tomatoes",21,140,"6.1"
2014,"Nyeri","Fruits","White Sapote",20,147,"2.9"
2014,"Meru","Fruits","White Sapote",8,83,"1.63"
2014,"Nakuru","Fruits","White Sapote",2,38,"1.15"
2014,"Elgeyo Marakwet","Fruits","White Sapote",3,16,"0.79"
2014,"Kakamega","Fruits","White Sapote",5,27,"0.51"
2014,"Others","Fruits","White Sapote",12,64,"0.69"
2014,"Meru","Fruits","Guavas",308,969,"31"
2014,"Mandera","Fruits","Guavas",18,252,"11.41"
2014,"Kisii","Fruits","Guavas",67,564,"6.81"
2014,"Migori","Fruits","Guavas",20,165,"6.6"
2014,"Siaya","Fruits","Guavas",442,233,"4.6"
2014,"Kakamega","Fruits","Guavas",52,201,"3.89"
2014,"Kisumu","Fruits","Guavas",15,75,"3.1"
2014,"Homa Bay","Fruits","Guavas",177,354,"2.39"
2014,"Nyamira","Fruits","Guavas",2,40,"0.2"
2014,"Vihiga","Fruits","Guavas",51,75,"1.52"
2014,"Others","Fruits","Guavas",108,537,"4.11"
2014,"Murang'a","Fruits","Pineapples",6000,312000,"6240"
2014,"Kericho","Fruits","Pineapples",1979,98750,"1975"
2014,"Kiambu","Fruits","Pineapples",378,8070,"494"
2014,"Homa Bay","Fruits","Pineapples",1970,37586,"484"
2014,"Bungoma","Fruits","Pineapples",270,5266,"163"
2014,"Machakos","Fruits","Pineapples",391,4317,"154"
2014,"Nyeri","Fruits","Pineapples",307,2053,"142"
2014,"Meru","Fruits","Pineapples",135,4318,"90"
2014,"Kisii","Fruits","Pineapples",132,3215,"80"
2014,"Nandi","Fruits","Pineapples",87,1856,"56"
2014,"Others","Fruits","Pineapples",1340,18605,"271"
2014,"Makueni","Fruits","Melons",298,16614,"400"
2014,"Tana River","Fruits","Melons",271,10112,"303.4"
2014,"Kilifi","Fruits","Melons",360,8890,"120.3"
2014,"Migori","Fruits","Melons",391,6765,"112.8"
2014,"Kwale","Fruits","Melons",91,2690,"80.7"
2014,"Meru","Fruits","Melons",150,1788,"71.5"
2014,"Homa Bay","Fruits","Melons",241,3368,"59.7"
2014,"Elgeyo Marakwet","Fruits","Melons",72,1520,"42.5"
2014,"Kajiado","Fruits","Melons",152,1669,"40.3"
2014,"Kitui","Fruits","Melons",142,2420,"39.4"
2014,"Others","Fruits","Melons",1317,3380,"313"
2014,"Meru","Fruits","Pears",20,250,"10"
2014,"Kiambu","Fruits","Pears",22,200,"4.99"
2014,"Nyandarua","Fruits","Pears",7,102,"0.98"
2014,"Narok","Fruits","Pears",3,42,"0.83"
2014,"Baringo","Fruits","Pears",18,24,"0.77"
2014,"Others","Fruits","Pears",7,35,"0.85"
2014,"Baringo","Fruits","Apples",10,80,"12"
2014,"Kiambu","Fruits","Apples",20,114,"4.75"
2014,"Meru","Fruits","Apples",10,150,"4.5"
2014,"Nyandarua","Fruits","Apples",12,110,"2"
2014,"Nakuru","Fruits","Apples",9,242,"1.82"
2014,"Uasin Gishu","Fruits","Apples",3,10,"0.86"
2014,"Narok","Fruits","Apples",4,8,"0.38"
2014,"Kiambu","Fruits","Plums",47,549,"16.74"
2014,"Nyandarua","Fruits","Plums",70,1100,"13.09"
2014,"Meru","Fruits","Plums",16,120,"3.3"
2014,"Nakuru","Fruits","Plums",21,215,"2.74"
2014,"Nyeri","Fruits","Plums",18,122,"2.69"
2014,"Others","Fruits","Plums",49,171,"3.91"
2014,"Meru","Fruits","Loquats",32,138,"4.44"
2014,"Kisii","Fruits","Loquats",48,364,"4.15"
2014,"Makueni","Fruits","Loquats",17,57,"1.43"
2014,"Kiambu","Fruits","Loquats",10,57,"1.15"
2014,"Nandi","Fruits","Loquats",5,20,"0.78"
2014,"Others","Fruits","Loquats",70,308,"2.64"
2014,"Kwale","Fruits","Grapes",130,2050,"41"
2014,"Nyeri","Fruits","Grapes",167,1654,"24.95"
2014,"Meru","Fruits","Grapes",14,120,"4.8"
2014,"Kilifi","Fruits","Grapes",130,1644,"43"
2014,"Elgeyo Marakwet","Fruits","Grapes",2,31,"2.46"
2014,"Others","Fruits","Grapes",18,94,"1.88"
2016,"Meru","Aromatic Plants","African Birds Eye Chili",16,789,"47340000"
2016,"Kwale","Aromatic Plants","African Birds Eye Chili",14,240,"12000000"
2016,"Kilifi","Aromatic Plants","African Birds Eye Chili",9,24,"1575000"
2016,"Kisumu","Aromatic Plants","African Birds Eye Chili",4,53,"3150000"
2016,"Turkana","Aromatic Plants","African Birds Eye Chili",7,26,"2300000"
2016,"Kajiado","Aromatic Plants","African Birds Eye Chili",4,2,"120000"
2016,"Tana River","Aromatic Plants","African Birds Eye Chili",16,42,"1880000"
2016,"West Pokot","Aromatic Plants","African Birds Eye Chili",8,64,"3600000"
2016,"Bomet","Aromatic Plants","African Birds Eye Chili",2,18,"1000000"
2016,"Tharaka Nithi","Aromatic Plants","African Birds Eye Chili",6,15,"900000"
2016,"Nandi","Aromatic Plants","African Birds Eye Chili",2,18,"540000"
2016,"Kisii","Aromatic Plants","African Birds Eye Chili",1,5,"250000"
2016,"Kakamega","Aromatic Plants","African Birds Eye Chili",0,0,"18000"
2016,"Vihiga","Aromatic Plants","African Birds Eye Chili",1,1,"25000"
2016,"Kisii","African Leafy Vegetables","African Nightshade",708,10049,"405644067"
2016,"Nyamira","African Leafy Vegetables","African Nightshade",672,8719,"393025000"
2016,"Migori","African Leafy Vegetables","African Nightshade",337,2229,"112844500"
2016,"Busia","African Leafy Vegetables","African Nightshade",115,684,"88750000"
2016,"Bungoma","African Leafy Vegetables","African Nightshade",308,2155,"150698000"
2016,"Bomet","African Leafy Vegetables","African Nightshade",23,440,"10000000"
2016,"Kisumu","African Leafy Vegetables","African Nightshade",180,1900,"72000000"
2016,"Kiambu","African Leafy Vegetables","African Nightshade",118,1281,"37545000"
2016,"Homabay","African Leafy Vegetables","African Nightshade",385,1473,"65615000"
2016,"Trans Nzoia","African Leafy Vegetables","African Nightshade",171,2381,"69635000"
